Project,Severity,Branch,Date,Build,Percentile,Duration
Activiti_Activiti,Medium,fix-task-local-var-exec-id,2018-02-07 19:42:36,338669176,100,1524
Activiti_Activiti,Medium,fix-task-local-var-exec-id,2018-02-08 10:37:46,338916848,100,1639
Activiti_Activiti,Medium,fork-fix-task-local-var-exec-id,2018-02-06 13:25:05,338007399,100,1414
Activiti_Activiti,Medium,fork-fix-task-local-var-exec-id,2018-02-07 19:41:25,338668596,100,1438
Activiti_Activiti,Medium,master,2018-02-02 17:51:34,336661092,100,834
Activiti_Activiti,Medium,master,2018-02-15 11:03:53,341834208,100,809
Activiti_Activiti,Medium,master,2018-02-18 18:00:13,343068181,100,851
Activiti_Activiti,Medium,master,2018-02-21 16:15:13,344391987,100,840
Activiti_Activiti,Medium,master,2018-02-21 18:03:33,344439894,100,819
Activiti_Activiti,Medium,master,2018-02-26 18:03:07,346406748,100,859
Activiti_Activiti,Medium,master,2018-02-28 18:03:38,347392484,100,860
Activiti_Activiti,Medium,master,2018-03-01 18:04:24,347890409,100,895
Activiti_Activiti,Medium,master,2018-03-01 19:23:54,347924225,100,832
Activiti_Activiti,Medium,master,2018-03-04 18:06:42,348989127,100,827
Activiti_Activiti,Medium,master,2018-03-05 18:08:07,349419741,100,795
Activiti_Activiti,Medium,master,2018-03-16 10:55:13,354260391,100,857
Activiti_Activiti,Medium,master,2018-03-20 18:12:12,355987374,100,798
Activiti_Activiti,Medium,master,2018-04-19 15:14:27,368698637,100,782
Activiti_Activiti,Medium,master,2018-04-25 09:22:04,370969982,100,1136
Activiti_Activiti,Medium,master,2018-05-10 18:50:21,377405148,100,1204
Activiti_Activiti,High,master,2018-05-29 18:47:56,385340682,100,2970
Activiti_Activiti,Medium,master,2018-06-21 14:42:20,395052871,100,620
Activiti_Activiti,High,master,2018-07-26 10:38:13,408443895,100,655
Activiti_Activiti,High,master,2018-07-26 13:18:26,408448340,100,687
Activiti_Activiti,High,master,2018-07-26 13:32:21,408512611,100,804
Activiti_Activiti,High,master,2018-07-26 16:06:13,408581561,100,722
Activiti_Activiti,Medium,master,2018-07-27 08:26:52,408845423,100,514
Activiti_Activiti,Medium,master,2018-07-27 08:58:09,408854496,100,507
Activiti_Activiti,Medium,master,2018-07-27 10:10:30,408878826,100,505
Activiti_Activiti,High,master,2018-07-27 11:12:23,408898136,100,693
Activiti_Activiti,Medium,master,2018-07-27 16:01:11,409006230,100,557
Activiti_Activiti,Medium,master,2018-07-27 17:39:45,409043538,100,608
Activiti_Activiti,High,master,2018-07-27 23:04:46,408570589,100,662
Activiti_Activiti,High,master,2018-07-27 23:10:24,409150830,100,662
Activiti_Activiti,Medium,master,2018-07-30 07:29:22,409728435,100,546
Activiti_Activiti,High,master,2018-07-30 07:38:47,409731281,100,682
Activiti_Activiti,High,master,2018-07-31 08:02:42,410207273,100,708
Activiti_Activiti,High,master,2018-07-31 08:46:01,410220931,100,781
Activiti_Activiti,High,master,2018-08-01 16:04:43,410880511,100,756
Activiti_Activiti,High,master,2018-08-01 16:06:50,410881359,100,731
Activiti_Activiti,Medium,master,2018-08-08 20:59:28,413781957,100,576
Activiti_Activiti,Medium,master,2018-08-09 16:04:48,414133402,100,663
Activiti_Activiti,Medium,master,2018-08-09 17:42:37,414173832,100,543
Activiti_Activiti,Medium,master,2018-08-09 18:13:13,414181286,100,603
Activiti_Activiti,High,master,2018-08-10 08:09:18,414409165,100,1282
Activiti_Activiti,Medium,master,2018-08-10 19:23:14,414659807,100,597
Activiti_Activiti,High,master,2018-08-11 09:32:23,414822119,100,1842
Activiti_Activiti,Medium,master,2018-08-13 12:59:31,415435549,100,586
Activiti_Activiti,Medium,salaboy-api-refactoring,2018-07-27 17:39:56,409043532,100,558
Activiti_Activiti,Medium,salaboy-api-refactoring,2018-07-30 07:13:15,409724624,100,563
Activiti_Activiti,Medium,salaboy-api-refactoring,2018-07-30 07:29:06,409728419,100,525
Activiti_Activiti,High,salaboy-api-refactoring,2018-07-30 07:38:39,409731269,100,682
Activiti_Activiti,High,salaboy-api-refactoring,2018-07-31 08:02:30,410207262,100,701
Activiti_Activiti,High,salaboy-api-refactoring-3rd,2018-07-31 10:39:49,410261532,100,664
Activiti_Activiti,High,salaboy-api-refactoring-3rd,2018-07-31 10:52:12,410265449,100,727
Activiti_Activiti,High,salaboy-api-refactoring-3rd,2018-07-31 14:48:24,410362616,100,700
Activiti_Activiti,High,salaboy-api-refactoring-3rd,2018-08-01 11:25:00,410759713,100,797
Activiti_Activiti,Medium,salaboy-api-refactoring-3rd,2018-08-02 15:50:27,411352035,100,548
Activiti_Activiti,High,salaboy-api-refactoring-3rd,2018-08-02 16:19:50,411365578,100,767
Activiti_Activiti,High,salaboy-api-refactoring-3rd,2018-08-02 16:29:29,411369495,100,784
Activiti_Activiti,Medium,salaboy-api-refactoring-3rd,2018-08-08 17:43:11,413701375,100,570
Activiti_Activiti,Medium,service-task-parser-1759,2018-02-13 13:53:21,340956276,100,1386
Activiti_Activiti,Medium,service-task-parser-1759,2018-02-13 14:02:57,340959975,100,1568

AsyncHttpClient_async-http-client,Medium,master,2018-01-18 13:59:35,330367750,97.5609756097561,695
AsyncHttpClient_async-http-client,Medium,master,2018-01-19 15:54:09,330877144,97.5609756097561,567
AsyncHttpClient_async-http-client,Medium,master,2018-01-19 16:20:03,330884931,97.5609756097561,579
AsyncHttpClient_async-http-client,Medium,master,2018-01-19 23:06:23,331032498,97.5609756097561,554
AsyncHttpClient_async-http-client,Medium,master,2018-01-22 13:11:42,331801291,97.5609756097561,583
AsyncHttpClient_async-http-client,Medium,master,2018-01-22 14:56:55,331847037,97.5609756097561,619
AsyncHttpClient_async-http-client,Medium,master,2018-01-22 14:57:48,331848181,97.5609756097561,598
AsyncHttpClient_async-http-client,Medium,master,2018-01-22 16:28:42,331891563,97.5609756097561,615
AsyncHttpClient_async-http-client,Medium,master,2018-01-24 08:54:36,332686220,97.5609756097561,593
AsyncHttpClient_async-http-client,Medium,master,2018-01-24 10:44:23,332725472,97.5609756097561,558
AsyncHttpClient_async-http-client,Medium,master,2018-01-24 22:25:24,333019143,97.5609756097561,576
AsyncHttpClient_async-http-client,Medium,master,2018-01-29 21:23:58,334896906,97.5609756097561,554
AsyncHttpClient_async-http-client,Medium,master,2018-01-29 21:26:27,334897765,97.5609756097561,583
AsyncHttpClient_async-http-client,Medium,master,2018-01-29 21:39:08,334903242,97.5609756097561,612
AsyncHttpClient_async-http-client,Medium,master,2018-02-01 13:27:49,336094284,97.5609756097561,558
AsyncHttpClient_async-http-client,High,master,2018-02-05 14:46:50,337581654,97.5609756097561,1338
AsyncHttpClient_async-http-client,High,master,2018-02-15 17:05:43,341979872,97.5609756097561,2509
AsyncHttpClient_async-http-client,Medium,master,2018-02-20 13:42:13,343831733,97.5609756097561,594
AsyncHttpClient_async-http-client,Medium,master,2018-02-21 16:47:40,344407428,97.5609756097561,560
AsyncHttpClient_async-http-client,Medium,master,2018-02-23 10:05:00,345179367,97.5609756097561,558
AsyncHttpClient_async-http-client,Medium,master,2018-02-23 22:24:32,345463622,97.5609756097561,625
AsyncHttpClient_async-http-client,Medium,master,2018-02-27 12:40:59,346754713,97.5609756097561,561
AsyncHttpClient_async-http-client,Medium,master,2018-02-27 13:24:02,346770999,97.5609756097561,626
AsyncHttpClient_async-http-client,Medium,master,2018-02-27 13:25:35,346771615,97.5609756097561,578
AsyncHttpClient_async-http-client,Medium,master,2018-03-05 15:00:37,349332279,97.5609756097561,619
AsyncHttpClient_async-http-client,Medium,master,2018-03-05 21:34:53,349520349,97.5609756097561,598
AsyncHttpClient_async-http-client,Medium,master,2018-03-06 14:28:34,349838809,97.5609756097561,581
AsyncHttpClient_async-http-client,Medium,master,2018-03-19 15:12:42,355409168,97.5609756097561,610
AsyncHttpClient_async-http-client,Medium,master,2018-03-20 09:13:45,355756650,97.5609756097561,570
AsyncHttpClient_async-http-client,Medium,master,2018-03-20 10:55:08,355792377,97.5609756097561,567
AsyncHttpClient_async-http-client,Medium,master,2018-03-22 10:03:35,356792796,97.5609756097561,586
AsyncHttpClient_async-http-client,Medium,master,2018-04-06 09:46:56,363029564,97.5609756097561,564
AsyncHttpClient_async-http-client,Medium,master,2018-04-29 13:57:38,372688660,97.5609756097561,565
AsyncHttpClient_async-http-client,Medium,master,2018-05-08 16:35:24,376445363,97.5609756097561,552
AsyncHttpClient_async-http-client,Medium,master,2018-05-29 08:30:27,385084317,97.5609756097561,581
AsyncHttpClient_async-http-client,Medium,master,2018-07-11 12:01:36,402627362,97.5609756097561,640
AsyncHttpClient_async-http-client,Medium,master,2018-07-11 13:23:37,402661146,97.5609756097561,642
AsyncHttpClient_async-http-client,Medium,master,2018-07-11 13:29:48,402663962,97.5609756097561,677
AsyncHttpClient_async-http-client,Medium,master,2018-07-11 13:39:33,402668470,97.5609756097561,664
AsyncHttpClient_async-http-client,Medium,master,2018-07-11 13:44:28,402670721,97.5609756097561,678

AxonFramework_AxonFramework,Medium,aggregate-lifecycle-version,2018-03-20 12:37:00,355830454,83.5616438356164,522
AxonFramework_AxonFramework,Medium,aggregate-lifecycle-version,2018-03-20 12:50:13,355835405,83.5616438356164,631
AxonFramework_AxonFramework,Medium,bug/589,2018-05-16 09:09:03,379618498,83.5616438356164,648
AxonFramework_AxonFramework,Medium,bug/600,2018-05-17 08:58:49,380101918,83.5616438356164,519
AxonFramework_AxonFramework,Medium,bug/679,2018-07-24 13:35:22,407611608,83.5616438356164,565
AxonFramework_AxonFramework,Medium,bug/679,2018-07-24 13:41:25,407614190,83.5616438356164,725
AxonFramework_AxonFramework,Medium,bug/679,2018-07-25 15:08:16,408105194,83.5616438356164,607
AxonFramework_AxonFramework,Medium,bug/679,2018-07-26 09:43:32,408425776,83.5616438356164,664
AxonFramework_AxonFramework,Medium,bug/679,2018-07-26 10:04:44,408432804,83.5616438356164,583
AxonFramework_AxonFramework,Medium,bug/679,2018-08-01 12:53:21,410794202,83.5616438356164,584
AxonFramework_AxonFramework,Medium,bug/679,2018-08-01 12:55:02,410794861,83.5616438356164,563
AxonFramework_AxonFramework,Medium,bug/689,2018-07-27 13:28:45,408944283,83.5616438356164,577
AxonFramework_AxonFramework,Medium,command-handler-interceptor,2018-04-10 07:14:05,364472123,83.5616438356164,513
AxonFramework_AxonFramework,Medium,command-handler-interceptor,2018-04-10 07:50:16,364483629,83.5616438356164,516
AxonFramework_AxonFramework,Medium,command-target-resolver-in-spring-app-context,2018-05-28 14:47:08,384776259,83.5616438356164,563
AxonFramework_AxonFramework,Medium,custom-tracking-token,2018-06-15 14:49:46,392748116,83.5616438356164,663
AxonFramework_AxonFramework,Medium,custom-tracking-token,2018-06-15 15:02:02,392753151,83.5616438356164,538
AxonFramework_AxonFramework,Medium,custom-tracking-token,2018-06-15 15:08:33,392755893,83.5616438356164,533
AxonFramework_AxonFramework,Medium,custom-tracking-token,2018-06-26 10:11:26,396810713,83.5616438356164,593
AxonFramework_AxonFramework,Medium,custom-tracking-token,2018-06-28 12:24:12,397772780,83.5616438356164,553
AxonFramework_AxonFramework,Medium,custom-tracking-token,2018-06-28 14:51:47,397836768,83.5616438356164,572
AxonFramework_AxonFramework,Medium,custom-tracking-token,2018-06-29 14:39:53,398277997,83.5616438356164,566
AxonFramework_AxonFramework,Medium,deadline-api,2018-05-24 17:35:26,383312162,83.5616438356164,526
AxonFramework_AxonFramework,Medium,deadline-api,2018-06-15 10:37:27,392656813,83.5616438356164,630
AxonFramework_AxonFramework,Medium,deadline-api,2018-06-21 09:57:13,394941082,83.5616438356164,556
AxonFramework_AxonFramework,Medium,deadline-api,2018-06-25 16:16:58,396478173,83.5616438356164,548
AxonFramework_AxonFramework,Medium,deadline-api,2018-06-28 12:43:25,397780198,83.5616438356164,603
AxonFramework_AxonFramework,Medium,deadline-api,2018-07-03 07:28:05,399202464,83.5616438356164,599
AxonFramework_AxonFramework,Medium,event-registry-processor-improvements,2018-06-28 09:09:20,397705472,83.5616438356164,562
AxonFramework_AxonFramework,Medium,feature/17_tracking_processor_rebalancing,2018-08-03 12:23:54,411719211,83.5616438356164,594
AxonFramework_AxonFramework,Medium,feature/17_tracking_processor_rebalancing,2018-08-03 14:56:01,411778959,83.5616438356164,608
AxonFramework_AxonFramework,Medium,feature/17_tracking_processor_rebalancing,2018-08-06 18:25:15,412711053,83.5616438356164,601
AxonFramework_AxonFramework,Medium,feature/17_tracking_processor_rebalancing,2018-08-07 00:30:25,412899429,83.5616438356164,583
AxonFramework_AxonFramework,Medium,feature/17_tracking_processor_rebalancing,2018-08-07 01:13:25,412909219,83.5616438356164,592
AxonFramework_AxonFramework,Medium,feature/17_tracking_processor_rebalancing,2018-08-07 12:56:28,413101881,83.5616438356164,611
AxonFramework_AxonFramework,Medium,feature/236,2018-03-11 16:52:51,352017721,83.5616438356164,508
AxonFramework_AxonFramework,Medium,feature/236,2018-03-12 13:29:56,352332934,83.5616438356164,590
AxonFramework_AxonFramework,Medium,feature/463,2018-03-02 10:54:33,348183356,83.5616438356164,574
AxonFramework_AxonFramework,Medium,feature/488,2018-03-06 11:00:17,349757641,83.5616438356164,511
AxonFramework_AxonFramework,Medium,feature/647,2018-07-05 09:50:34,400336474,83.5616438356164,562
AxonFramework_AxonFramework,Medium,feature/647,2018-07-06 09:28:18,400803736,83.5616438356164,581
AxonFramework_AxonFramework,Medium,feature/660,2018-07-13 12:15:04,403528368,83.5616438356164,577
AxonFramework_AxonFramework,Medium,feature/660,2018-07-17 12:13:04,404843024,83.5616438356164,558
AxonFramework_AxonFramework,Medium,feature/687-EventProcessingConfiguration-BiFunction,2018-08-09 12:28:43,414033535,83.5616438356164,599
AxonFramework_AxonFramework,Medium,feature/687-EventProcessingConfiguration-BiFunction,2018-08-13 12:50:58,415432213,83.5616438356164,581
AxonFramework_AxonFramework,Medium,feature/687-EventProcessingConfiguration-BiFunction,2018-08-13 12:55:56,415434269,83.5616438356164,572
AxonFramework_AxonFramework,Medium,feature/687-EventProcessingConfiguration-BiFunction,2018-08-13 13:40:13,415453226,83.5616438356164,625
AxonFramework_AxonFramework,Medium,feature/687-EventProcessingConfiguration-BiFunction,2018-08-13 14:01:06,415462213,83.5616438356164,595
AxonFramework_AxonFramework,Medium,feature/687-EventProcessingConfiguration-BiFunction,2018-08-13 14:12:49,415467357,83.5616438356164,575
AxonFramework_AxonFramework,Medium,future-as-response-type-for-query-handlers,2018-05-04 08:34:26,374778556,83.5616438356164,602
AxonFramework_AxonFramework,Medium,future-as-response-type-for-query-handlers,2018-05-05 07:50:27,375206218,83.5616438356164,518
AxonFramework_AxonFramework,Medium,handler-defs-in-configurer,2018-04-18 10:15:34,368073733,83.5616438356164,515
AxonFramework_AxonFramework,Medium,handler-defs-in-configurer,2018-04-19 09:26:48,368554629,83.5616438356164,514
AxonFramework_AxonFramework,Medium,handler-defs-in-configurer,2018-04-24 14:57:51,370614738,83.5616438356164,533
AxonFramework_AxonFramework,Medium,handler-defs-in-configurer,2018-06-06 08:27:41,388656693,83.5616438356164,524
AxonFramework_AxonFramework,Medium,handler-defs-in-configurer,2018-06-06 13:24:56,388766784,83.5616438356164,619
AxonFramework_AxonFramework,Medium,handler-defs-in-configurer,2018-06-12 09:12:22,391170104,83.5616438356164,526
AxonFramework_AxonFramework,Medium,handler-defs-in-configurer,2018-06-26 13:14:26,396880630,83.5616438356164,598
AxonFramework_AxonFramework,Medium,issues/670,2018-07-17 12:40:16,404855366,83.5616438356164,602
AxonFramework_AxonFramework,Medium,issues/670,2018-07-17 21:51:55,405099283,83.5616438356164,684
AxonFramework_AxonFramework,Medium,master,2018-02-21 13:29:36,344318019,83.5616438356164,599
AxonFramework_AxonFramework,Medium,master,2018-03-02 11:02:43,348174850,83.5616438356164,539
AxonFramework_AxonFramework,Medium,master,2018-03-02 11:48:15,348183374,83.5616438356164,538
AxonFramework_AxonFramework,Medium,master,2018-03-05 19:10:05,349449084,83.5616438356164,504
AxonFramework_AxonFramework,Medium,master,2018-03-06 11:00:24,349757668,83.5616438356164,552
AxonFramework_AxonFramework,Medium,master,2018-03-06 13:15:23,349807524,83.5616438356164,520
AxonFramework_AxonFramework,Medium,master,2018-03-08 10:00:30,350742650,83.5616438356164,513
AxonFramework_AxonFramework,Medium,master,2018-03-12 13:02:15,352320499,83.5616438356164,550
AxonFramework_AxonFramework,Medium,master,2018-03-12 13:23:24,352329910,83.5616438356164,555
AxonFramework_AxonFramework,Medium,master,2018-03-12 13:29:51,352332949,83.5616438356164,603
AxonFramework_AxonFramework,Medium,master,2018-03-12 13:56:45,352345646,83.5616438356164,561
AxonFramework_AxonFramework,Medium,master,2018-03-12 14:18:10,352355650,83.5616438356164,544
AxonFramework_AxonFramework,Medium,master,2018-03-12 16:46:44,352430542,83.5616438356164,515
AxonFramework_AxonFramework,Medium,master,2018-03-13 09:55:49,352482971,83.5616438356164,560
AxonFramework_AxonFramework,Medium,master,2018-03-13 14:02:56,352734779,83.5616438356164,553
AxonFramework_AxonFramework,Medium,master,2018-03-15 15:02:57,353870313,83.5616438356164,556
AxonFramework_AxonFramework,Medium,master,2018-03-19 08:48:14,354398677,83.5616438356164,550
AxonFramework_AxonFramework,Medium,master,2018-03-22 14:57:45,356918000,83.5616438356164,520
AxonFramework_AxonFramework,Medium,master,2018-03-26 17:58:21,358528598,83.5616438356164,512
AxonFramework_AxonFramework,Medium,master,2018-04-03 08:31:50,361531467,83.5616438356164,517
AxonFramework_AxonFramework,Medium,master,2018-04-10 07:20:12,364474038,83.5616438356164,536
AxonFramework_AxonFramework,Medium,master,2018-04-11 09:07:51,365014635,83.5616438356164,513
AxonFramework_AxonFramework,Medium,master,2018-04-18 10:17:36,368074682,83.5616438356164,557
AxonFramework_AxonFramework,Medium,master,2018-04-18 11:28:23,368099475,83.5616438356164,551
AxonFramework_AxonFramework,Medium,master,2018-04-18 14:08:26,368168531,83.5616438356164,597
AxonFramework_AxonFramework,Medium,master,2018-04-18 19:13:03,368304155,83.5616438356164,668
AxonFramework_AxonFramework,Medium,master,2018-04-19 06:59:43,368502733,83.5616438356164,513
AxonFramework_AxonFramework,Medium,master,2018-04-19 09:55:37,368565748,83.5616438356164,531
AxonFramework_AxonFramework,Medium,master,2018-04-24 13:34:29,370576735,83.5616438356164,516
AxonFramework_AxonFramework,Medium,master,2018-04-25 13:53:13,371075037,83.5616438356164,553
AxonFramework_AxonFramework,Medium,master,2018-05-01 16:28:14,373538664,83.5616438356164,516
AxonFramework_AxonFramework,Medium,master,2018-05-01 18:01:43,373579104,83.5616438356164,588
AxonFramework_AxonFramework,Medium,master,2018-05-04 10:07:55,374814711,83.5616438356164,522
AxonFramework_AxonFramework,Medium,master,2018-05-05 06:42:30,375194960,83.5616438356164,521
AxonFramework_AxonFramework,Medium,master,2018-05-07 09:59:01,375817517,83.5616438356164,525
AxonFramework_AxonFramework,Medium,master,2018-05-16 00:04:19,379485007,83.5616438356164,516
AxonFramework_AxonFramework,High,master,2018-05-16 14:45:11,379754299,83.5616438356164,859
AxonFramework_AxonFramework,Medium,master,2018-05-18 05:19:12,380538599,83.5616438356164,532
AxonFramework_AxonFramework,High,master,2018-05-22 12:42:43,382139472,83.5616438356164,1131
AxonFramework_AxonFramework,Medium,master,2018-05-22 13:05:49,382149606,83.5616438356164,652
AxonFramework_AxonFramework,Medium,master,2018-05-26 13:23:50,384088169,83.5616438356164,601
AxonFramework_AxonFramework,Medium,master,2018-05-26 14:06:24,384098219,83.5616438356164,549
AxonFramework_AxonFramework,Medium,master,2018-05-28 14:29:00,384768691,83.5616438356164,521
AxonFramework_AxonFramework,Medium,master,2018-05-28 14:45:48,384775625,83.5616438356164,526
AxonFramework_AxonFramework,Medium,master,2018-05-28 14:47:16,384776270,83.5616438356164,518
AxonFramework_AxonFramework,Medium,master,2018-05-29 07:40:09,385064829,83.5616438356164,559
AxonFramework_AxonFramework,Medium,master,2018-05-29 13:23:49,385197465,83.5616438356164,559
AxonFramework_AxonFramework,Medium,master,2018-05-30 11:27:58,385643661,83.5616438356164,525
AxonFramework_AxonFramework,Medium,master,2018-05-31 09:21:42,386092911,83.5616438356164,540
AxonFramework_AxonFramework,Medium,master,2018-06-04 11:50:05,387747154,83.5616438356164,537
AxonFramework_AxonFramework,Medium,master,2018-06-04 12:00:05,387750635,83.5616438356164,550
AxonFramework_AxonFramework,Medium,master,2018-06-05 11:35:00,388231874,83.5616438356164,537
AxonFramework_AxonFramework,Medium,master,2018-06-05 12:06:48,388245455,83.5616438356164,522
AxonFramework_AxonFramework,Medium,master,2018-06-06 08:35:45,388656710,83.5616438356164,524
AxonFramework_AxonFramework,High,master,2018-06-06 11:15:53,388714556,83.5616438356164,1423
AxonFramework_AxonFramework,High,master,2018-06-06 11:28:27,388698867,83.5616438356164,1001
AxonFramework_AxonFramework,Medium,master,2018-06-06 12:28:27,388724965,83.5616438356164,555
AxonFramework_AxonFramework,Medium,master,2018-06-06 13:25:00,388766895,83.5616438356164,581
AxonFramework_AxonFramework,Medium,master,2018-06-07 09:04:24,389150678,83.5616438356164,541
AxonFramework_AxonFramework,Medium,master,2018-06-07 12:50:27,389231033,83.5616438356164,542
AxonFramework_AxonFramework,Medium,master,2018-06-11 08:10:30,390655767,83.5616438356164,530
AxonFramework_AxonFramework,Medium,master,2018-06-12 09:12:49,391170159,83.5616438356164,676
AxonFramework_AxonFramework,Medium,master,2018-06-13 12:53:20,391735296,83.5616438356164,532
AxonFramework_AxonFramework,Medium,master,2018-06-14 10:14:10,392179457,83.5616438356164,529
AxonFramework_AxonFramework,Medium,master,2018-06-14 11:50:50,392213761,83.5616438356164,535
AxonFramework_AxonFramework,Medium,master,2018-06-15 09:45:30,392639053,83.5616438356164,573
AxonFramework_AxonFramework,Medium,master,2018-06-15 09:55:23,392642645,83.5616438356164,547
AxonFramework_AxonFramework,Medium,master,2018-06-15 10:37:30,392656836,83.5616438356164,577
AxonFramework_AxonFramework,Medium,master,2018-06-15 14:52:36,392749009,83.5616438356164,531
AxonFramework_AxonFramework,Medium,master,2018-06-15 15:08:47,392755904,83.5616438356164,574
AxonFramework_AxonFramework,Medium,master,2018-06-15 15:22:57,392761660,83.5616438356164,535
AxonFramework_AxonFramework,Medium,master,2018-06-18 12:57:04,393619682,83.5616438356164,536
AxonFramework_AxonFramework,Medium,master,2018-06-18 13:10:42,393625274,83.5616438356164,562
AxonFramework_AxonFramework,Medium,master,2018-06-20 07:58:56,394442593,83.5616438356164,553
AxonFramework_AxonFramework,Medium,master,2018-06-20 13:29:54,394562579,83.5616438356164,539
AxonFramework_AxonFramework,Medium,master,2018-06-20 15:14:11,394608826,83.5616438356164,561
AxonFramework_AxonFramework,Medium,master,2018-06-21 09:24:08,394929072,83.5616438356164,605
AxonFramework_AxonFramework,Medium,master,2018-06-21 09:57:22,394941107,83.5616438356164,569
AxonFramework_AxonFramework,Medium,master,2018-06-21 11:28:18,394971962,83.5616438356164,587
AxonFramework_AxonFramework,Medium,master,2018-06-21 12:12:59,394989361,83.5616438356164,538
AxonFramework_AxonFramework,Medium,master,2018-06-21 13:42:43,395026546,83.5616438356164,566
AxonFramework_AxonFramework,Medium,master,2018-06-22 10:17:55,395405620,83.5616438356164,542
AxonFramework_AxonFramework,Medium,master,2018-06-22 13:22:18,395463860,83.5616438356164,553
AxonFramework_AxonFramework,Medium,master,2018-06-25 16:35:03,396478190,83.5616438356164,571
AxonFramework_AxonFramework,Medium,master,2018-06-25 16:38:35,396480060,83.5616438356164,571
AxonFramework_AxonFramework,Medium,master,2018-06-26 09:55:31,396803459,83.5616438356164,570
AxonFramework_AxonFramework,Medium,master,2018-06-26 10:11:29,396810772,83.5616438356164,571
AxonFramework_AxonFramework,Medium,master,2018-06-26 13:14:03,396880501,83.5616438356164,571
AxonFramework_AxonFramework,Medium,master,2018-06-26 13:28:38,396887106,83.5616438356164,547
AxonFramework_AxonFramework,Medium,master,2018-06-26 21:00:32,397074663,83.5616438356164,644
AxonFramework_AxonFramework,Medium,master,2018-06-27 07:30:54,397223736,83.5616438356164,558
AxonFramework_AxonFramework,Medium,master,2018-06-27 13:32:20,397353790,83.5616438356164,547
AxonFramework_AxonFramework,Medium,master,2018-06-27 14:44:49,397385311,83.5616438356164,567
AxonFramework_AxonFramework,Medium,master,2018-06-28 12:24:10,397772815,83.5616438356164,654
AxonFramework_AxonFramework,Medium,master,2018-06-28 12:42:56,397780041,83.5616438356164,555
AxonFramework_AxonFramework,Medium,master,2018-06-28 12:43:28,397780243,83.5616438356164,574
AxonFramework_AxonFramework,Medium,master,2018-06-29 08:31:51,398141789,83.5616438356164,552
AxonFramework_AxonFramework,Medium,master,2018-06-29 14:54:18,398283720,83.5616438356164,610
AxonFramework_AxonFramework,Medium,master,2018-06-29 15:04:54,398288545,83.5616438356164,647
AxonFramework_AxonFramework,Medium,master,2018-07-02 13:07:54,399122230,83.5616438356164,589
AxonFramework_AxonFramework,Medium,master,2018-07-02 16:13:30,399202538,83.5616438356164,567
AxonFramework_AxonFramework,Medium,master,2018-07-03 10:49:13,399521397,83.5616438356164,552
AxonFramework_AxonFramework,Medium,master,2018-07-03 13:57:23,399595022,83.5616438356164,594
AxonFramework_AxonFramework,Medium,master,2018-07-03 14:09:21,399600627,83.5616438356164,573
AxonFramework_AxonFramework,Medium,master,2018-07-03 14:21:18,399605293,83.5616438356164,618
AxonFramework_AxonFramework,Medium,master,2018-07-03 14:58:21,399618014,83.5616438356164,580
